gene_set,AUROC,within_AUROC
random_294,0.867084242826864,0.8406653635413845
random_295,0.8725760020246117,0.8232429012524428
random_296,0.8738413843282402,0.8487185567407792
random_297,0.8753282085350036,0.8399247006992198
random_298,0.8625731549144285,0.8225836978552351
random_299,0.8743032488690645,0.8368655840809469
random_300,0.8569801651323906,0.8195496634690336
random_301,0.871076523994812,0.8362971955137378
random_302,0.8957957672961944,0.8632754405846348
random_303,0.8806048527411344,0.8454759874533028
random_304,0.886229477080763,0.8665623516012108
random_305,0.8938091170794976,0.873251680708075
random_306,0.8776501850621619,0.8489161037163716
random_307,0.8693302964158046,0.8456680291203432
random_308,0.8916389864287748,0.8474114009024786
random_309,0.8879440701021796,0.8562479933368615
random_310,0.8559805131125241,0.8346686551077729
random_311,0.878586567966847,0.8518205457990408
random_312,0.8914744867293031,0.8585220418985717
random_313,0.848736199424251,0.8034085401417655
random_314,0.8598778906076998,0.8202974641603913
random_315,0.8770048400873114,0.8538911158073149
random_316,0.8572269146815982,0.8207473345137996
random_317,0.8867293030906963,0.8605453633421736
random_318,0.8646736895384518,0.8276524633543986
random_319,0.8729809243617728,0.8424055019722166
random_320,0.8646420549808611,0.8369388490547094
random_321,0.8800797190851286,0.8324412429111622
random_322,0.855487014014109,0.8200283527752595
random_323,0.8943722122046123,0.8572937152895996
random_324,0.8688747587864983,0.8400056068916181
random_325,0.8794153933757236,0.8487121762148927
random_326,0.8818259466641359,0.8602931850754211
random_327,0.8907215842586441,0.8656491469280444
random_328,0.8541710164183354,0.8235677776382168
random_329,0.9158837113662965,0.8858768606064656
random_330,0.8406630603271014,0.7988302409404658
random_331,0.8823384264971055,0.8545858179819217
random_332,0.872145772041378,0.8426014436115332
random_333,0.8898358166461042,0.8672318354965809
random_334,0.8336908038341084,0.8033918927198992
random_335,0.8514567713770523,0.8191994599612225
random_336,0.8768846287684666,0.8397233263132181
random_337,0.8784283951788934,0.8446052153359804
random_338,0.8835595204201069,0.8516824143807873
random_339,0.874277941222992,0.8452540067261448
random_340,0.8747714403214071,0.8476910875461834
random_341,0.8616873873018885,0.8279892935981937
random_342,0.8878428395178893,0.8560137639912717
random_343,0.8304008098446743,0.7907317355540192
random_344,0.848862737654614,0.8048426354018894
random_345,0.8954477871626966,0.8666364419218625
random_346,0.8778716269652969,0.8438811137516326
random_347,0.8858625162127107,0.8442482276990717
random_348,0.893113156812502,0.8515951594051518
random_349,0.829318907975072,0.7878498906115269
random_350,0.8825915029578312,0.8437343071714928
random_351,0.8623833475688842,0.8343907461284427
random_352,0.8609281579197114,0.8235742806090859
random_353,0.8621998671348581,0.8184815303063997
random_354,0.8479832969535921,0.8109146222743646
random_355,0.8672550694378539,0.8401267553083765
random_356,0.8519059820948404,0.8181743126069915
random_357,0.8700072759482459,0.8327324979501437
random_358,0.8820220809211983,0.8593260610768987
random_359,0.8434152668374932,0.8044051769184428
random_360,0.8718104457309165,0.8366183986767347
random_361,0.877125051406156,0.8456056931252491
random_362,0.8898421435576224,0.8656818522382849
random_363,0.9152700009490368,0.8880447166729581
random_364,0.9013254879630508,0.8630854849445622
